CPUUtilization,DiskReadOps,DiskWriteOps,NetworkIn,NetworkOut
25.32,1200,1471,42196.0,14558.0
39.54,772,1106,10255.0,37963.0
59.84,1170,1427,32820.0,41512.0
33.29,893,1086,8760.0,37289.0
45.5,745,790,35552.0,33945.0
51.74,1304,1463,30872.0,46616.0
64.13,1305,1123,6286.0,31417.0
59.43,1346,1290,17980.0,33706.0
65.52,1376,1157,7919.0,47106.0
54.73,1168,1238,32411.0,15131.0
45.14,1186,1233,43511.0,41854.0
45.34,813,516,10294.0,26586.0
71.62,730,609,35877.0,43549.0
70.14,561,1248,43599.0,31202.0
12.03,1219,1465,15969.0,44365.0
32.25,1477,1062,19802.0,15746.0
85.88,981,1420,10014.0,46020.0
64.78,1097,1467,20466.0,35715.0
53.75,1200,1357,39651.0,26464.0
10.62,1373,633,46624.0,26092.0
82.57,757,965,11737.0,45248.0
69.82,820,656,22811.0,40487.0
38.31,1192,1232,26785.0,9180.0
19.84,788,1466,38033.0,49506.0
70.89,1063,772,12797.0,8847.0
71.28,966,559,7375.0,13368.0
43.66,655,854,21532.0,48963.0
61.94,897,773,37365.0,20004.0
56.61,788,648,7122.0,34749.0
56.08,849,890,35171.0,13237.0
18.4,926,1174,38155.0,25049.0
20.7,574,1273,37160.0,15159.0
76.55,1125,1413,15686.0,10392.0
54.48,793,1072,16141.0,12633.0
54.35,904,1395,47164.0,40124.0
60.74,848,1107,37856.0,29545.0
74.73,1242,1095,26727.0,4450.0
57.7,529,1249,26562.0,47470.0
55.4,660,1049,10953.0,17292.0
44.1,617,731,15449.0,11565.0
28.7,1404,572,6028.0,38331.0
37.7,798,829,3723.0,26473.0
14.02,1326,1482,15583.0,36358.0
79.5,937,724,14045.0,13487.0
81.07,930,1091,42534.0,7805.0
79.16,1351,632,17909.0,2883.0
53.18,715,1432,43959.0,36335.0
74.59,1417,885,48685.0,2133.0
48.7,1072,1169,18314.0,49123.0
26.02,928,1213,36310.0,23451.0
18.32,811,1386,37329.0,3763.0
59.88,1171,1417,7486.0,28108.0
25.66,638,812,35517.0,47670.0
28.14,526,1188,18197.0,22291.0
14.16,883,1469,43047.0,48163.0
48.1,1484,1172,11930.0,24209.0
53.26,638,849,8128.0,30462.0
20.63,522,1138,36041.0,36198.0
68.26,724,1361,5674.0,37760.0
68.91,510,1150,41740.0,35399.0
56.91,929,973,6867.0,34958.0
65.58,796,1433,29045.0,18471.0
82.76,1426,867,22056.0,37369.0
52.15,1123,544,11616.0,30718.0
38.33,622,1072,4850.0,4337.0
85.72,1166,1046,28047.0,15396.0
55.08,1304,598,43789.0,32467.0
48.75,546,547,48571.0,40412.0
83.18,894,586,21234.0,14008.0
80.11,1280,1372,21755.0,21447.0
30.78,625,1412,40065.0,2888.0
47.16,1183,630,18794.0,15895.0
87.94,979,790,20953.0,25137.0
70.66,608,972,31769.0,29371.0
33.39,1333,1410,4266.0,3073.0
34.03,1225,1125,40554.0,19408.0
33.26,902,1041,46966.0,17788.0
79.47,1128,724,29313.0,49747.0
32.1,612,626,45848.0,26359.0
61.29,796,1465,48459.0,48542.0
86.33,803,1499,17650.0,47394.0
33.92,525,703,4114.0,18278.0
16.06,1014,798,12161.0,32266.0
47.5,987,1436,33109.0,41718.0
72.07,541,1061,14168.0,9011.0
83.99,1307,1025,21225.0,45212.0
47.56,1413,1146,49418.0,16006.0
82.71,820,721,39117.0,27342.0
70.1,735,1197,2668.0,48698.0
21.42,936,809,20413.0,22156.0
58.4,1102,715,8328.0,23540.0
62.2,1025,1253,8955.0,37262.0
57.46,1060,1058,6455.0,43957.0
68.55,1382,1296,9472.0,24246.0
23.57,1283,842,45886.0,23242.0
36.9,1258,986,29247.0,16350.0
55.97,1027,1432,13776.0,21744.0
57.24,953,1499,49680.0,16179.0
76.71,1173,871,2375.0,6031.0
26.17,788,1242,28079.0,29701.0
56.11,843,1473,16870.0,28524.0
38.93,547,1429,25103.0,35765.0
14.15,728,1176,30121.0,43851.0
31.47,1117,1156,29356.0,43725.0
78.38,591,662,16299.0,9537.0
45.0,650,1011,30905.0,22162.0
77.0,707,712,19368.0,20099.0
79.95,704,622,47437.0,25306.0
40.96,716,1333,29569.0,49790.0
50.12,503,1027,17398.0,40438.0
78.93,1370,600,30335.0,7310.0
79.6,777,779,22415.0,46776.0
80.53,1017,882,3833.0,35307.0
31.38,1369,760,15316.0,46709.0
60.79,1405,901,37619.0,49303.0
75.19,1303,1278,4356.0,10053.0
58.16,1441,599,25094.0,48908.0
12.02,892,805,34195.0,14429.0
29.48,1261,676,27643.0,8586.0
50.49,904,1330,46882.0,34610.0
87.13,1301,1331,42920.0,11527.0
49.74,733,967,29904.0,29782.0
35.25,1130,611,26041.0,17475.0
46.74,769,1151,40989.0,5911.0
15.16,1007,1245,21234.0,39789.0
59.19,821,570,4920.0,3750.0
43.85,1257,1051,13151.0,29343.0
12.13,1450,1100,32107.0,15389.0
43.65,900,927,38605.0,18521.0
56.44,1332,632,38276.0,2194.0
21.5,502,598,4483.0,29915.0
74.23,653,719,16027.0,5601.0
41.83,1400,1015,13031.0,9148.0
51.04,1288,1060,36606.0,23041.0
29.36,1090,1231,34093.0,32178.0
16.78,917,930,47666.0,12227.0
64.25,623,761,43986.0,2627.0
53.77,602,1339,34687.0,42567.0
43.5,1128,1419,22536.0,11733.0
31.15,1290,1000,18035.0,41409.0
52.94,1043,1400,7502.0,45796.0
10.73,1226,1063,10317.0,45910.0
17.46,1229,1019,49253.0,38251.0
65.41,901,842,38008.0,7238.0
62.33,968,1271,13033.0,20706.0
30.1,1054,1432,2283.0,47636.0
20.71,706,1249,38179.0,46973.0
55.53,617,1027,31765.0,12732.0
30.73,680,788,34496.0,36078.0
16.69,866,847,44573.0,47163.0
56.85,930,992,44395.0,49980.0
65.33,887,1499,44029.0,15897.0
67.86,692,545,23261.0,33386.0
34.74,1233,1088,47942.0,15101.0
76.22,605,1061,27493.0,40494.0
75.46,1068,656,20373.0,47579.0
77.53,776,1417,44765.0,47432.0
25.89,1421,544,13552.0,12108.0
67.87,929,1036,31226.0,36959.0
77.4,1381,909,7067.0,46962.0
18.72,1226,549,31223.0,20223.0
71.05,1370,898,12413.0,4258.0
17.88,702,1421,38883.0,42053.0
83.06,524,863,46689.0,37983.0
23.45,935,513,27328.0,30154.0
80.85,1149,1428,36434.0,18609.0
14.29,920,1018,33681.0,42890.0
48.78,913,1224,39969.0,5842.0
44.7,1039,722,42465.0,13038.0
40.27,855,1118,30957.0,9452.0
66.02,1387,638,1918.0,45855.0
30.4,1207,1245,26094.0,43540.0
56.53,1325,1038,33996.0,26042.0
33.25,1097,824,41305.0,11847.0
85.98,1262,665,33835.0,2367.0
12.34,945,790,8060.0,45173.0
58.26,1264,1049,47469.0,2596.0
80.17,1397,806,2082.0,1952.0
30.76,1104,1210,38731.0,39164.0
26.19,751,512,24640.0,28849.0
75.13,1366,1250,24819.0,20606.0
74.31,676,710,35972.0,28124.0
40.13,816,747,28793.0,49370.0
30.8,1296,505,47421.0,31819.0
61.57,993,1213,25589.0,46996.0
46.02,520,652,44904.0,47159.0
63.46,628,1230,3779.0,46612.0
17.33,1213,845,39482.0,21020.0
18.26,1116,746,22900.0,44154.0
31.93,1118,719,36871.0,1610.0
23.16,1450,623,37607.0,37376.0
43.01,1045,683,21611.0,36608.0
11.19,1186,793,40794.0,49700.0
15.55,1498,875,46451.0,19762.0
61.5,1167,1472,49234.0,9501.0
27.16,961,1494,36042.0,48554.0
71.16,1242,1218,7820.0,6651.0
26.38,927,708,4542.0,17930.0
81.43,636,560,23074.0,4958.0
26.56,892,929,4822.0,17121.0
59.16,586,1356,37371.0,5460.0
49.47,1353,816,26716.0,22642.0
71.97,1298,1196,31291.0,42785.0
41.8,710,510,37969.0,14700.0
50.59,672,673,24402.0,3343.0
57.2,551,875,34585.0,17035.0
52.26,1392,971,40565.0,49979.0
28.29,966,1155,33000.0,39816.0
45.82,984,638,11239.0,13817.0
63.92,1019,947,27545.0,49725.0
23.0,1368,1010,1459.0,34257.0
80.58,1348,790,21518.0,31823.0
13.34,757,996,1812.0,46725.0
84.2,1075,758,34885.0,34658.0
42.94,581,1300,24603.0,21253.0
76.12,670,629,49024.0,25409.0
88.66,501,1152,1433.0,5397.0
15.21,645,880,18472.0,9274.0
54.32,726,772,2306.0,2233.0
13.2,579,1144,12741.0,26053.0
26.95,635,954,19385.0,19864.0
68.39,876,1470,46067.0,14279.0
72.29,728,714,11530.0,1591.0
51.75,834,1326,34481.0,13201.0
58.52,1256,553,37257.0,25116.0
40.78,1153,1079,43343.0,11675.0
22.29,1022,1496,10699.0,20131.0
28.61,778,607,2722.0,34782.0
43.58,1410,773,10477.0,4245.0
29.92,756,1466,32930.0,34546.0
25.75,518,1097,41761.0,46445.0
62.56,728,1298,14527.0,36172.0
23.29,1296,1162,4427.0,3765.0
17.14,629,1385,29090.0,23122.0
40.65,681,576,29465.0,13756.0
38.81,810,741,34732.0,5228.0
40.23,510,543,11658.0,7356.0
73.5,1021,1139,39775.0,14151.0
52.4,866,1038,14562.0,18571.0
29.95,745,1373,32658.0,21001.0
81.8,1367,818,28406.0,4145.0
60.34,582,512,47416.0,39351.0
87.56,1298,984,38677.0,7708.0
76.53,1218,706,38247.0,33293.0
48.06,915,1395,43847.0,34909.0
48.99,572,1121,33193.0,12841.0
20.25,1124,1255,27990.0,42883.0
53.96,1376,1175,22796.0,27195.0
81.39,1253,1097,14124.0,10177.0
82.81,1182,1111,14380.0,47644.0
86.34,685,523,45093.0,2489.0
36.18,874,649,14312.0,11941.0
89.11,1406,615,44730.0,11192.0
64.62,721,1247,32074.0,24285.0
80.68,1377,1127,16350.0,8646.0
67.57,1184,1149,25282.0,4642.0
25.74,1136,1352,27243.0,36017.0
76.09,625,1033,41009.0,9971.0
72.52,580,1062,20782.0,12691.0
33.45,1211,578,14056.0,10162.0
53.48,644,875,24690.0,23593.0
74.19,630,1238,36278.0,5200.0
34.28,547,671,29850.0,35228.0
52.35,1009,1172,26873.0,28058.0
11.71,699,1446,13802.0,36049.0
53.46,586,544,26036.0,34079.0
81.75,770,1056,22107.0,11626.0
52.33,533,787,42619.0,1995.0
35.15,1009,1155,8622.0,8613.0
31.45,845,735,16557.0,18594.0
27.38,1233,1372,43657.0,31397.0
59.65,979,996,42273.0,43477.0
15.72,871,588,40821.0,12212.0
89.18,854,826,26137.0,40482.0
35.39,1360,651,23946.0,6335.0
41.25,1346,659,37460.0,36798.0
60.72,1142,1110,44422.0,16252.0
19.19,1086,1439,31355.0,37254.0
62.13,914,1189,48888.0,5551.0
54.95,572,1311,8063.0,40403.0
88.77,578,1095,25704.0,28577.0
89.33,825,937,22118.0,45008.0
89.04,818,560,18635.0,48744.0
45.92,730,1084,13044.0,9581.0
77.59,1435,529,49184.0,49577.0
74.37,553,1096,48290.0,37289.0
17.18,1111,1294,3871.0,23384.0
87.15,1479,977,9913.0,16328.0
25.15,691,1245,27281.0,41941.0
21.35,905,503,44728.0,42709.0
58.09,1383,720,16988.0,4629.0
32.69,873,804,40740.0,11156.0
52.84,1174,1049,37459.0,7568.0
89.26,1391,903,32526.0,8302.0
83.6,1001,925,34680.0,3926.0
57.93,808,1351,30830.0,12764.0
21.37,1319,1087,2129.0,25306.0
18.44,844,902,10510.0,34120.0
46.64,684,704,7589.0,44361.0
14.78,1174,1481,48365.0,8881.0
66.29,691,1421,1885.0,38178.0
41.21,1302,1177,48938.0,40248.0
80.23,1151,610,22990.0,14260.0
22.78,1154,1290,13319.0,41531.0
57.4,583,909,1426.0,33938.0
71.12,1253,1460,47877.0,47099.0
10.69,1193,1408,30786.0,43745.0
65.76,1272,930,23267.0,2286.0
73.35,1403,1346,45519.0,21825.0
10.94,1456,933,11494.0,10142.0
16.88,1402,972,38218.0,29110.0
86.47,919,1489,41509.0,36368.0
46.14,626,1498,12316.0,12622.0
87.34,582,768,3891.0,18220.0
51.29,1067,618,15023.0,33612.0
15.77,1270,1219,5752.0,11567.0
11.09,981,1005,23284.0,4938.0
41.06,1157,1467,26653.0,30734.0
64.26,596,1286,20881.0,31575.0
20.06,1174,935,36644.0,35836.0
49.88,718,973,26759.0,41794.0
13.94,594,1040,27745.0,30317.0
80.37,759,1284,9123.0,7207.0
86.01,1470,561,40910.0,26329.0
40.89,805,760,42835.0,45601.0
41.06,875,1347,17687.0,43337.0
60.16,614,1289,27892.0,6057.0
86.36,1104,712,10851.0,23159.0
28.78,576,1322,29615.0,2560.0
44.97,865,591,48711.0,13815.0
31.37,1386,1171,7267.0,48707.0
13.71,636,1376,11388.0,44268.0
43.36,945,543,12549.0,37110.0
57.75,717,595,29325.0,27751.0
22.39,593,755,30845.0,10444.0
49.18,1249,908,43352.0,7454.0
11.11,849,1233,5187.0,1352.0
66.78,780,913,20054.0,22460.0
62.87,1037,939,27634.0,49924.0
56.48,832,1202,1025.0,33567.0
35.7,547,591,34942.0,30699.0
84.2,1338,1112,35541.0,25343.0
42.77,639,999,49402.0,17581.0
10.5,825,809,3843.0,43413.0
85.81,1199,697,19429.0,33366.0
17.81,1062,838,24931.0,42020.0
63.38,1045,548,26369.0,29934.0
66.62,694,1385,26626.0,40643.0
41.93,728,736,45417.0,3142.0
47.13,1359,1206,29147.0,32875.0
29.27,718,1436,4834.0,1890.0
62.38,1294,742,32596.0,46411.0
46.77,1347,539,29034.0,28061.0
62.58,816,500,4439.0,44678.0
51.6,931,807,4602.0,48623.0
56.54,579,1138,30779.0,33660.0
62.55,1213,1300,19769.0,8495.0
38.31,654,1435,9012.0,17379.0
32.02,1226,1408,19341.0,47855.0
64.94,979,894,26650.0,27367.0
56.73,1350,1035,18693.0,14001.0
43.21,641,1495,26138.0,3595.0
52.16,649,868,25976.0,12739.0
61.91,1271,682,24722.0,7608.0
26.33,510,1181,14202.0,14324.0
26.34,999,1292,43893.0,31080.0
82.16,1013,524,11504.0,1684.0
13.74,1404,1440,6259.0,18372.0
80.97,568,1185,31808.0,13500.0
57.39,858,657,33702.0,32323.0
45.45,1159,1338,23714.0,19266.0
59.93,681,687,2580.0,25376.0
79.08,869,1044,2466.0,35448.0
75.46,1299,1110,26751.0,29239.0
85.44,1437,831,21833.0,11179.0
84.73,659,1342,38061.0,47321.0
20.29,828,939,34737.0,9580.0
54.79,620,674,48328.0,41336.0
31.64,1171,1024,14411.0,33131.0
43.53,1266,1162,24267.0,3905.0
19.36,561,737,14445.0,38864.0
74.56,913,660,19093.0,46148.0
53.14,1319,516,6626.0,49367.0
80.11,611,939,8715.0,44525.0
75.39,1125,1472,29328.0,41185.0
73.79,553,1396,24836.0,31496.0
21.47,1261,574,36812.0,3294.0
56.27,1455,974,30592.0,27791.0
10.92,951,610,2712.0,41175.0
19.88,920,1070,29037.0,34953.0
64.06,1295,980,22455.0,13672.0
63.11,1079,1086,18212.0,41268.0
17.75,1018,1252,11844.0,7785.0
78.0,1066,632,45040.0,21577.0
19.89,1267,1334,12096.0,43507.0
87.45,831,1223,21225.0,31973.0
77.5,1187,1263,2278.0,2898.0
75.29,1443,1184,2320.0,21763.0
47.09,573,1273,47604.0,38949.0
74.66,786,1366,32075.0,38085.0
15.54,910,1066,5652.0,24764.0
37.18,1117,1037,1081.0,33379.0
16.46,761,854,17713.0,43354.0
50.35,1130,940,36736.0,13302.0
49.43,792,1491,15731.0,23424.0
47.26,621,1356,11664.0,8227.0
50.2,764,888,45348.0,13984.0
49.16,1037,742,47307.0,12927.0
23.69,683,877,29277.0,13393.0
38.6,521,1402,23235.0,40496.0
20.26,702,778,4385.0,13444.0
33.14,1409,1112,40423.0,30174.0
34.7,1087,1270,15006.0,47612.0
14.41,867,1118,29506.0,22701.0
25.58,1313,1434,49687.0,9713.0
88.16,711,891,6939.0,6976.0
54.75,1063,1070,24946.0,5397.0
61.39,1198,1246,25280.0,14942.0
32.57,1014,1326,41704.0,44341.0
69.21,835,510,32539.0,9140.0
51.16,1347,1343,12391.0,32696.0
71.21,1278,1146,3746.0,7692.0
29.39,584,1241,27204.0,14604.0
86.68,1214,1336,37451.0,5867.0
51.93,925,1218,31285.0,20517.0
23.55,1074,826,12230.0,31211.0
10.71,1074,659,44740.0,44582.0
23.9,543,1456,42353.0,2339.0
11.58,1109,1474,10528.0,5104.0
78.74,993,1377,49147.0,12328.0
70.85,1063,1208,16152.0,47039.0
20.09,903,1436,46693.0,38947.0
74.8,619,1333,16064.0,12419.0
84.85,889,612,39029.0,8314.0
50.89,898,748,22127.0,27479.0
78.97,711,845,48353.0,13049.0
22.94,1153,1173,12910.0,45701.0
49.79,599,1130,23208.0,28053.0
54.85,1103,1465,47064.0,2618.0
89.66,527,1480,40021.0,22539.0
89.32,1036,1302,44343.0,48990.0
23.61,582,1434,45823.0,33388.0
85.41,710,1175,37910.0,40570.0
31.57,897,887,31269.0,2160.0
53.58,827,994,11910.0,26284.0
13.18,1059,1274,28736.0,5525.0
14.68,1303,1425,6964.0,41142.0
49.94,606,978,34664.0,22098.0
74.38,946,1181,45764.0,42813.0
83.05,828,639,7206.0,20797.0
55.56,1113,543,15496.0,6282.0
64.36,1150,1286,48128.0,9722.0
52.41,1338,1035,44382.0,21604.0
23.3,914,1140,5556.0,7076.0
22.71,784,1499,6920.0,15144.0
13.0,1189,1060,42825.0,49489.0
36.64,1074,1202,20600.0,12016.0
17.67,861,1252,23947.0,14389.0
12.67,1304,645,33349.0,20271.0
80.58,708,777,3208.0,40747.0
12.08,825,1057,35498.0,10258.0
11.12,1451,923,43618.0,4834.0
41.73,1344,841,42280.0,6284.0
16.7,1433,959,34496.0,49065.0
63.52,603,1058,44625.0,48945.0
38.24,642,1030,31743.0,37253.0
87.73,1068,782,46479.0,39829.0
12.94,1418,772,10217.0,33495.0
38.86,550,569,10793.0,18268.0
78.82,1474,901,34527.0,24307.0
61.75,546,1141,4591.0,31556.0
33.91,1241,587,28187.0,10979.0
34.07,1371,962,9107.0,2247.0
18.52,1332,1204,9047.0,24768.0
60.37,903,549,2629.0,40453.0
53.62,1431,1392,49129.0,19096.0
80.18,1144,1037,38992.0,32323.0
26.72,1211,1456,22661.0,1741.0
32.28,1339,839,13192.0,10755.0
39.72,1446,1362,37624.0,7629.0
20.08,1057,1208,28089.0,24921.0
57.99,790,1450,38045.0,36948.0
51.12,816,1352,49143.0,29388.0
60.67,1080,1048,37957.0,12816.0
55.93,1228,546,2412.0,49924.0
65.65,1154,532,8943.0,19033.0
51.67,1412,637,5190.0,15326.0
56.85,1482,1312,31178.0,26245.0
38.03,1453,1144,40039.0,32025.0
52.01,845,1436,31747.0,34089.0
53.05,1110,1334,36730.0,35603.0
41.62,672,1068,32141.0,45791.0
12.1,808,749,27692.0,42448.0
75.24,713,778,16269.0,48416.0
47.9,671,710,49480.0,23341.0
70.35,1320,1159,45832.0,29253.0
16.59,866,789,24006.0,48967.0
31.12,680,1370,42872.0,38318.0
66.55,1238,647,26865.0,32701.0
49.39,824,1071,19010.0,17405.0
49.47,785,665,14565.0,9224.0
36.41,1249,1301,41311.0,13047.0
66.75,1220,1443,40744.0,46860.0
79.78,1187,1306,36979.0,44564.0
76.73,1227,605,36528.0,22720.0
77.28,1355,1132,37038.0,41728.0
56.21,1416,1482,1782.0,14014.0
51.08,586,542,5177.0,28215.0
38.79,1316,1039,37767.0,16615.0
62.39,1011,1007,5007.0,47506.0
16.88,1418,786,27884.0,46355.0
24.43,974,1225,18523.0,45478.0
38.04,564,876,30629.0,25764.0
50.46,665,941,8014.0,14150.0
31.32,711,1478,48963.0,31428.0
36.3,1017,813,16380.0,32206.0
39.67,787,1418,27475.0,41682.0
72.19,522,762,17805.0,46256.0
60.82,1461,631,10365.0,23971.0
14.55,553,1201,21988.0,47966.0
17.32,561,1016,25804.0,21860.0
69.97,704,899,35786.0,41016.0
75.33,862,1351,8292.0,21475.0
54.96,1022,777,41381.0,28199.0
54.85,1073,1274,36114.0,45595.0
87.59,823,935,8914.0,10603.0
12.07,1382,1151,9663.0,39317.0
83.55,1418,1419,26801.0,7807.0
53.69,548,548,41749.0,30333.0
26.94,1033,830,35807.0,19101.0
38.1,1082,682,49927.0,14609.0
64.72,1039,1213,8593.0,41628.0
41.11,1062,501,43096.0,13556.0
23.3,806,633,31454.0,6472.0
49.51,631,1453,31642.0,18590.0
53.65,1369,619,36610.0,41679.0
34.88,1069,712,30504.0,33463.0
59.29,768,1228,29868.0,26825.0
17.34,873,1084,29615.0,16380.0
69.67,1429,540,37912.0,46330.0
17.68,1224,1034,39171.0,4892.0
13.7,705,857,33497.0,49458.0
79.33,771,538,11161.0,32506.0
89.7,1377,653,8028.0,3917.0
22.69,1459,750,37428.0,20959.0
62.85,1496,1298,5172.0,45392.0
37.65,565,556,27831.0,48858.0
14.96,1454,1331,26554.0,45735.0
49.03,1096,755,13338.0,8731.0
87.49,558,614,22017.0,21921.0
11.48,1336,1275,24163.0,35508.0
68.93,545,1311,14683.0,29811.0
56.38,1300,627,31037.0,32164.0
37.69,846,1002,26215.0,35462.0
30.42,1314,711,27783.0,1266.0
41.36,709,911,9543.0,12285.0
88.86,618,992,26103.0,21149.0
58.92,1138,1404,28675.0,38008.0
69.41,1258,1355,49954.0,45798.0
46.08,777,1215,9996.0,41045.0
54.86,675,646,45927.0,11139.0
63.09,1242,537,36003.0,5500.0
21.03,960,1385,14059.0,36756.0
34.33,1165,540,24370.0,19467.0
51.43,1327,690,12996.0,36473.0
20.81,1474,925,14874.0,33867.0
27.0,558,1297,46765.0,48741.0
58.87,855,648,25359.0,2226.0
67.12,1097,1419,48059.0,13629.0
78.72,1127,931,8386.0,8514.0
62.42,597,1097,43281.0,21572.0
55.39,1384,1454,17316.0,2150.0
61.16,1179,717,7381.0,2884.0
69.95,1431,805,33739.0,41046.0
63.92,536,1406,32205.0,17083.0
74.53,516,1209,29093.0,6364.0
43.48,716,665,7920.0,32699.0
62.2,1010,608,11192.0,41868.0
88.32,903,621,12210.0,32187.0
18.49,1362,717,19037.0,33181.0
52.17,1036,1180,8132.0,22908.0
81.46,1148,774,3393.0,3214.0
28.74,1011,1202,42403.0,35521.0
19.12,628,780,34454.0,21399.0
65.5,1191,1114,16461.0,12161.0
70.36,1259,1458,44447.0,5151.0
35.14,992,508,24582.0,8184.0
70.68,749,622,20290.0,40291.0
81.74,1470,636,14997.0,25202.0
49.37,882,794,22421.0,13473.0
53.36,840,805,28907.0,24859.0
52.24,1437,1375,13351.0,4991.0
62.56,744,867,38126.0,35036.0
31.07,1334,1450,29564.0,5680.0
40.08,936,1453,42185.0,4968.0
28.0,713,597,38077.0,23542.0
30.71,1316,691,15364.0,16109.0
60.95,819,1430,35776.0,46855.0
73.26,703,898,13650.0,30013.0
45.07,532,1424,24902.0,27339.0
38.2,1110,621,28050.0,26848.0
54.49,998,880,12258.0,32145.0
86.4,539,1255,30127.0,8095.0
30.8,947,675,48922.0,48987.0
71.34,1378,1497,25786.0,7692.0
58.33,1413,1029,14493.0,12282.0
37.42,1098,1259,28593.0,17504.0
31.15,926,1402,12438.0,9718.0
86.71,535,1148,48586.0,19095.0
57.72,1037,1377,17526.0,12596.0
71.97,1058,1062,12093.0,35964.0
38.19,1134,1217,26526.0,29926.0
37.13,776,1205,8854.0,37130.0
61.6,1390,940,42310.0,16443.0
59.57,502,671,25057.0,32680.0
67.9,807,739,18865.0,6972.0
11.48,748,943,7336.0,12945.0
15.85,1078,1201,48771.0,46712.0
51.36,1323,1238,8235.0,18481.0
17.69,1006,703,42663.0,27381.0
32.23,1039,668,30423.0,6190.0
27.42,501,889,10429.0,1339.0
14.84,1402,1200,3487.0,37396.0
36.78,859,542,36256.0,40356.0
29.75,715,1222,2764.0,3359.0
11.05,613,912,20217.0,8482.0
67.74,987,572,20303.0,18204.0
35.77,692,905,5903.0,41408.0
31.36,622,512,2745.0,24330.0
35.69,712,917,35578.0,6092.0
77.03,1354,889,15762.0,42438.0
44.91,1149,886,29273.0,8351.0
40.36,665,1228,32496.0,17424.0
31.15,795,947,19363.0,48860.0
38.71,795,523,14216.0,5071.0
73.38,880,1139,23693.0,10208.0
66.34,1415,1473,9924.0,1238.0
52.92,1108,1394,48743.0,1083.0
36.32,1239,1035,18726.0,20459.0
19.22,1454,1371,43257.0,32315.0
49.48,540,1289,9909.0,41865.0
64.24,1100,651,19355.0,4232.0
63.81,520,712,31821.0,4567.0
79.32,1044,595,12559.0,35311.0
21.65,1163,760,49390.0,41759.0
86.82,894,1132,41581.0,34147.0
51.02,873,1280,18790.0,35436.0
58.2,1377,902,22909.0,13784.0
55.72,1068,728,36715.0,26047.0
69.9,820,722,41151.0,5864.0
89.14,966,547,41685.0,43509.0
24.6,739,615,3037.0,11227.0
47.64,1196,1169,36113.0,37764.0
73.41,687,1138,14207.0,47508.0
31.94,1079,1384,14511.0,4986.0
61.3,926,1407,29618.0,33342.0
86.73,1305,1079,42442.0,30723.0
77.3,625,1182,38964.0,27193.0
57.99,830,1059,5749.0,44905.0
23.64,1497,700,45836.0,10135.0
65.63,792,847,9440.0,15533.0
82.84,1411,1094,31460.0,7354.0
11.29,728,502,20420.0,44103.0
62.45,1471,1081,48639.0,11900.0
34.44,609,607,9002.0,20377.0
73.63,683,1058,28657.0,19032.0
43.15,1281,700,46054.0,7356.0
44.3,1048,1112,46811.0,33601.0
61.86,1409,1193,49744.0,46357.0
10.24,682,914,37836.0,17945.0
54.79,1338,1013,5922.0,9501.0
75.18,1048,651,38146.0,18259.0
17.6,831,600,29136.0,14638.0
53.0,758,826,45236.0,48537.0
46.04,1083,833,28542.0,40255.0
52.42,697,571,35773.0,48711.0
55.06,821,501,11525.0,5684.0
11.47,851,762,22874.0,49409.0
10.6,802,985,7130.0,13503.0
44.49,1400,1286,44979.0,20018.0
46.8,648,1180,19655.0,4134.0
37.03,521,1290,36315.0,13712.0
72.26,811,1418,33318.0,7259.0
82.93,697,656,29065.0,36715.0
40.17,1149,1129,3109.0,32972.0
26.15,1265,1442,43992.0,9425.0
15.25,503,1286,22200.0,44264.0
61.24,1011,743,14338.0,34220.0
64.95,518,1419,32984.0,3787.0
10.06,1003,1462,38920.0,5326.0
27.87,758,826,39488.0,37698.0
56.28,1373,598,41539.0,6682.0
32.27,1262,912,20690.0,39065.0
68.22,734,908,14982.0,43779.0
53.4,600,1236,23419.0,6108.0
67.93,1108,963,31420.0,48712.0
21.37,821,1014,26941.0,39025.0
88.79,504,1271,17273.0,2035.0
21.17,863,1272,4568.0,42680.0
29.9,1121,592,27863.0,29322.0
80.22,947,821,3947.0,12866.0
28.35,1066,1422,13646.0,10100.0
83.66,518,1497,38028.0,22105.0
10.96,1481,1065,5198.0,10529.0
76.11,567,658,46620.0,44623.0
10.91,1336,500,16156.0,38356.0
20.45,662,1044,42811.0,29047.0
19.56,1499,1391,18242.0,26550.0
34.77,1282,700,49243.0,38416.0
16.95,1357,1278,1422.0,6122.0
46.78,1152,1307,49904.0,36780.0
18.83,818,547,10258.0,21760.0
70.29,512,1035,43703.0,21439.0
42.38,1077,1066,49319.0,22382.0
73.51,1197,1012,8767.0,28109.0
16.56,943,827,11761.0,37569.0
62.72,1188,613,48337.0,1150.0
10.17,799,1366,42883.0,43758.0
87.1,743,884,1456.0,3351.0
52.56,590,592,45510.0,25264.0
89.83,1165,1417,45123.0,2405.0
64.91,949,962,27122.0,35413.0
38.79,1078,1050,35737.0,30009.0
68.37,610,1473,9485.0,35715.0
19.1,1253,511,28058.0,16332.0
81.84,1096,1478,17760.0,29654.0
14.03,818,1295,35094.0,14401.0
69.51,942,1302,34127.0,21548.0
68.51,514,1338,1517.0,6696.0
44.52,1003,1470,6758.0,16213.0
16.13,721,516,21652.0,32852.0
64.35,505,764,9009.0,8499.0
89.58,1403,1388,42604.0,4629.0
12.33,903,1264,26764.0,22051.0
